,annotation,id,name,steps,tags
20,,a48764a50d0a92f1,Workflow constructed from history 'Blast_124Scaf_RastResults',"ncbi_blastp_wrapper,Grep1,Grep1,Cut1,Cut1,Grep1,Grep1",
21,,a1671b80bd479e15,Workflow constructed from history 'Mon',"tp_find_and_replace,get_flanks1,tp_find_and_replace,CONVERTER_interval_to_bed_0,gops_intersect_1,Count1",
22,,a034b70f811cf62b,Finding 2 Genes,"comp1,ncbi_blastp_wrapper,ncbi_blastp_wrapper",
23,,a36c6b855b512e99,Chip- Seq QC,"fastqc,fastqc,bowtie2,fastqc,fastqc,bowtie2,samtools_sort,picard_CollectInsertSizeMetrics,deeptools_compute_gc_bias,samtools_flagstat,deeptools_multi_bam_summary,samtools_flagstat,deeptools_compute_gc_bias,samtools_sort,picard_CollectInsertSizeMetrics,deeptools_plot_correlation,deeptools_plot_fingerprint",
24,,a46da4f85abf1c52,Workflow introduction,"cshl_awk_tool,get_flanks1,tp_replace_in_line,tp_replace_in_line,gops_intersect_1,CONVERTER_interval_to_bed_0,Count1,barchart_gnuplot",
25,,a4f7e0e50629859a,"Add ""chr"" at beginning of each line",cshl_awk_tool,
26,,a6c319b9dff0aad1,Test workflow,rna_star,
27,,ad85514b9d6c0c19,'Galaxy Intro Day1',"gops_intersect_1,Count1,barchart_gnuplot",
28,,a3433e297ded9c9d,Copy of 10bp_44_steps_bedgraph_new_upstream,"get_flanks1,addValue,get_flanks1,gops_intersect_1,gops_intersect_1,get_flanks1,gops_intersect_1,Add_a_column1,Add_a_column1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,gops_join_1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Add_a_column1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,addValue,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Add_a_column1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,cat1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,get_flanks1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,Grouping1,addValue,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1,Add_a_column1,Grouping1,Grouping1,cat1,cat1",
29,,ade30bcf0f691bf2,Workflow constructed from history 'mirbase anti-VEGF',"bowtie2,htseq_count,deseq2,Filter1,Filter1,Filter1",
30,,afb1b89b08698072,GLIMMER_to_GFF,"Remove beginning1,Cut1,addValue,addValue,addValue,addValue,Cut1,cshl_sed_tool,Filter1,Filter1,Cut1,cat1,Cut1",
31,,a0b7e651f132d92c,Exom Seq Workflow,"freebayes,vcfallelicprimitives,snpSift_filter,snpSift_annotate,snpEff",
32,,a5f99d97837080ef,xTandem_Labelfree_Peptide_HEK_Ecoli,"FeatureFinderMultiplex,XTandemAdapter,PeptideIndexer,FalseDiscoveryRate,IDMapper,FileInfo,MzTabExporter,FeatureLinkerUnlabeledQT,IDConflictResolver,ConsensusMapNormalizer,TextExporter,FileInfo,MzTabExporter",
33,,a3a927b7a1d552f8,silac_trans 'Kerstin4',"tp_unfold_column_tool,tp_cut_tool,uniprot,Remove beginning1,Remove beginning1,join1,join1,Cut1,tp_cat,Filter1",
34,,aed2ba482446366c,"Workflow constructed from history 'Tag 1, Cell Paper, unvollsändig'","cshl_awk_tool,get_flanks1,tp_replace_in_line,tp_replace_in_line,tp_replace_in_line,bedtools_intersectbed",
35,,a8c8002cf676b761,Test - Collect Merge,"HighResPrecursorMassCorrector,FeatureFinderMultiplex,MSGFPlusAdapter,MSGFPlusAdapter,PeptideIndexer,PeptideIndexer,IDMerger,ConsensusID,PeptideIndexer,FalseDiscoveryRate,IDFilter,IDMapper,IDConflictResolver,FileFilter,FileMerger,MzTabExporter",
36,,ab93dbc4d603c07e,Workflow constructed from history 'filter test',bamFilter,
37,,af6e2f39acdee6c0,Copy of 'JAMMnarrowPeak2ID_v1',"tp_awk_tool,bedtools_intersectbed,tp_cut_tool,tp_sort_header_tool,tp_sorted_uniq,DatamashOps,tp_sort_header_tool,tp_cut_tool",
38,,a343e0218803aa66,de-novo-rad-seq,"stacks_procrad,stacks_procrad,stacks_procrad,fastqc,sort1,stacks_denovomap,stacks_populations",
39,,ae0ae675e5e86bb0,Filter gtf using Cuffcompare transcript tracking,"tp_awk_tool,tp_awk_tool,tp_awk_tool,tp_awk_tool,tp_awk_tool,tp_cut_tool,comp1,tp_cut_tool",
40,,a47920b5daf377d0,test-bled,"rmcontamination,scaffold2fasta,eukaryotic_ncbi_submission,eukaryotic_ncbi_submission,eukaryotic_ncbi_submission,eukaryotic_ncbi_submission,antismash",
41,,ab27df12b95212f0,Exome Pre-processing with BWA,"bwa_mem,sam_to_bam,rgPicardMarkDups,picard_ReorderSam",
42,,aeaf9eb42db4baa6,Workflow constructed from history 'Unnamed history',"bowtie2,bowtie2,bowtie2,bowtie2",
43,,aaec6222f82a4a0a,RNA Seq count table generation,"fastqc,fastqc,tophat2,htseq_count,sort1,sort1,sort1",
44,,a95a946c0ee84144,BlockClustWorkflow_clustering,"blockclust,sort1,blockbuster,blockclust",
45,,a68a31e3fb008760,Extended of 'FLASH_mapdsc_bt2_hg19_v1' shared by 'maticzkd@informatik.uni-freiburg.de',"__UNZIP_COLLECTION__,fastqc,__UNZIP_COLLECTION__,fastqc,bowtie2,flexbar_no_split,deeptools_compute_gc_bias,remove_tail.py,extract_bcs.py,extract_bcs.py,bowtie2,deeptools_compute_gc_bias,deeptools_plot_fingerprint,deeptools_multi_bam_summary,samtools_flagstat,bam_to_sam,deeptools_plot_correlation,tp_awk_tool,tp_awk_tool,extract_aln_ends.py,merge_pcr_duplicates.py,wc_gnu,rm_spurious_events.py,tp_awk_tool,wc_gnu,bedtools_genomecoveragebed_bedgraph,coords2clnt.py,bedtools_genomecoveragebed_bedgraph,bedtools_genomecoveragebed_bedgraph,tp_awk_tool,wig_to_bigWig,tp_awk_tool,wig_to_bigWig,wig_to_bigWig,cat1,bedtools_genomecoveragebed_bedgraph,bedtools_genomecoveragebed_bedgraph,bedtools_genomecoveragebed_bedgraph,wig_to_bigWig,wig_to_bigWig,wig_to_bigWig",
46,,a35dbb857b038bd2,Workflow_ChIPseq_day5',"CONVERTER_interval_to_bed_0,bam_to_sam,bam_to_sam,peakcalling_macs14,picard_BamIndexStats,bams2ratio,bam_to_sam,get_flanks1,PicardASMetrics,cshl_awk_tool,cshl_awk_tool,gops_intersect_1,CONVERTER_interval_to_bed_0,Count1,Extract genomic DNA 1,fasta2tab,Show beginning1,tab2fasta,meme_meme",
47,,a229adbe04a7acec,Identification of the binding sites of the Estrogen receptor,"samtools_idxstats,deeptools_bam_coverage,deeptools_bam_coverage,deeptools_plot_fingerprint,deeptools_compute_gc_bias,samtools_idxstats,deeptools_bam_coverage,deeptools_bam_coverage,deeptools_bam_compare,deeptools_bam_compare,macs2_callpeak,deeptools_multi_bam_summary,deeptools_compute_matrix,deeptools_compute_matrix,deeptools_plot_correlation,deeptools_plot_heatmap,deeptools_plot_heatmap",
48,,aaf9da2c31878188,Methylkit,"addValue,mergeCols1,cshl_awk_replace_in_column,cshl_awk_replace_in_column,Add_a_column1,Add_a_column1,Cut1",
49,,a040187028c24a35,DESeq2 Contrast,deseq2,
50,,aecd4eb5dbed67c0,"Add ""chr"" at beginning of each line",cshl_awk_tool,
51,,a0e95dcde19b9553,Clustersuche,"augustus,EMBOSS: fuzzpro38,gff_to_sequence,antismash",
52,,a5ca83bc660badce,"Add ""chr"" at beginning of each line",cshl_awk_tool,
53,,a53e2333f4023405,BlockClustWorkflow_complete,"blockclust,sort1,blockbuster,blockclust,Extract genomic DNA 1,infernal_cmsearch,blockclust",
54,,ad751f630fc4558f,Workflow constructed from history 'Tutorial - Step 2',"cshl_find_and_replace,Add_a_column1,Add_a_column1,Cut1,gops_intersect_1,Count1,bg_uniq,bg_uniq,barchart_gnuplot",
55,,a647f78915e269a2,debug BAM filter,"flexbar_no_split,tp_sed_tool,remove_tail.py,extract_bcs.py,tp_awk_tool,tp_awk_tool,extract_bcs.py,convert_bc_to_binary_RY.py,flexbar_split_RR_bcs,extract_bcs.py,extract_bcs.py,flexbardsc,flexbardsc,hisat2,hisat2,samtools_flagstat,bamFilter,samtools_flagstat,bamFilter,tp_awk_tool,extract_aln_ends.py,tp_awk_tool,extract_aln_ends.py,merge_pcr_duplicates.py,wc_gnu,merge_pcr_duplicates.py,wc_gnu,rm_spurious_events.py,tp_awk_tool,rm_spurious_events.py,tp_awk_tool,wc_gnu,tp_cut_tool,wc_gnu,tp_cut_tool,tp_awk_tool,picard_FilterSamReads,tp_awk_tool,picard_FilterSamReads,cat1,cat1",
56,,aafd8efc6ef2ff04,RPKM_200,"gops_intersect_1,Add_a_column1,gops_join_1,Add_a_column1,Grouping1,addValue,Add_a_column1,Grouping1",
57,,aa80580f523386c4,PeptideShaker to moFF conversion,"tp_replace_in_line,tp_replace_in_line,tp_replace_in_line,tp_replace_in_line,tp_replace_in_line,tp_replace_in_line",
58,,a406f7e4b2885b2e,Membrane Proteins via GO annotation,"Grep1,get_subontology_from,get_subontology_from,get_subontology_from,get_subontology_from,get_subontology_from,tp_easyjoin_tool,term_id_vs_term_name,term_id_vs_term_name,term_id_vs_term_name,term_id_vs_term_name,term_id_vs_term_name,comp1,comp1,tp_easyjoin_tool,tp_easyjoin_tool,comp1,bg_uniq",
59,,a0f9ee128c904586,log10_proteins,"Add_a_column1,Filter1,Cut1,tp_cat,tp_sort_header_tool",
60,,a91bac8ba50ffa8c,HiC mit Matrix-DpnII,"trim_galore,bowtie2,bowtie2,samtools_sort,samtools_sort,hicexplorer_hicbuildmatrix",
61,,aab930019a9d2ef0,BlockClustWorkflow_complete,"blockclust,sort1,blockbuster,blockclust,Extract genomic DNA 1,infernal_cmsearch,blockclust",
62,,a789d6648dbcf736,no,"fastq_groomer,cshl_fastx_trimmer,cshl_fastq_quality_filter",
63,,a9f45158feda2c4f,From Peaks to Genes,"bedtools_intersectbed_bam,Grouping1",
64,,aac998989c92a937,EBI Metagenomics workflow (3.0) (imported from uploaded file),"trimmomatic,hmmer_hmmbuild,hmmer_hmmbuild,hmmer_hmmbuild,hmmer_hmmbuild,cshl_fastq_to_fasta,hmmer_hmmsearch,tp_awk_tool,seq_filter_by_id,hmmer_hmmsearch,tp_awk_tool,seq_filter_by_id,hmmer_hmmsearch,tp_awk_tool,seq_filter_by_id,hmmer_hmmsearch,tp_awk_tool,seq_filter_by_id,tp_cat,fraggenescan,qiime_pick_closed_reference_otus,interproscan",
65,,a0196b2257de769c,4-col__Nucleosome_prediction_output_convert',"trimmer,Convert characters1,Convert characters1,trimmer,addValue,mergeCols1,Cut1,addValue",
66,,a1d647ca61d8a064,Workflow constructed from history 'Staufen-reads-peak-centered',"tp_awk_tool,Extract genomic DNA 1,tp_awk_tool,bigwig_to_bedgraph,Extract genomic DNA 1,bedtools_map,tp_awk_tool,tp_awk_tool,Extract genomic DNA 1",
67,,a4bae75e56a59adf,Proper unique on a column,"Cut1,sort1,cshl_uniq_tool",
68,,ae5d4de9c7bae42a,Workflow constructed from history 'Unnamed history',"Cut1,cshl_find_and_replace,get_flanks1,cshl_find_and_replace,Count1,gops_intersect_1,CONVERTER_interval_to_bed_0,Count1,CONVERTER_interval_to_bedstrict_0,barchart_gnuplot","karsten,all_karstne"
69,,a3fcfdfe980ef315,Mit DNA,"EMBOSS: shuffleseq87,EMBOSS: water107,cshl_grep_tool,trimmer,trimmer,histogram_rpy,sort1",
70,,a053c238d1c93bb6,"Add ""chr"" at beginning of each line",cshl_awk_tool,
71,,a3fa169fb8ec1c4b,MACS-Peaks.xls --> Peaks.bed,"Grep1,Remove beginning1,Cut1,Cut1,addValue,Paste1,addValue",
72,,a03a7cf7f0446b0d,Workflow constructed from history 'Test Galaxy 14_02_23',"tp_replace_in_column,cshl_awk_tool,get_flanks1,CONVERTER_interval_to_bed_0,gops_intersect_1,Count1",
73,,a44c255030ad3192,AddNaming,"addValue,mergeCols1",
74,,a24f2ba2e4904aa7,imported: Workflow 1 for GCC 2016 - iTRAQ Search (imported from uploaded file),"dbbuilder,dbbuilder,fasta_merge_files_and_filter_unique_sequences,search_gui,peptide_shaker,mz_to_sqlite",
75,,a5e3252cd2be6636,Copy of 'RNA-prediction Schlunck' shared by 'bjoern.gruening@gmail.com',"fastq_to_fasta_python,bowtie2,fasta_compute_length,bedtools_bamtobed,Summary_Statistics1,Extract genomic DNA 1,fasta_compute_length,fasta_filter_by_length,Summary_Statistics1,infernal_cmsearch,Filter1,cshl_sort_header,cshl_sort_header,Grouping1",
76,,ae4329474b5d6e6e,SNP_sajjad,"freebayes,vcfallelicprimitives,snpSift_filter,snpSift_filter,snpSift_annotate",
77,,a09af03ebeb2c2a8,Copy of 'Calculate Insertsize metrics',"Show beginning1,Show beginning1,bowtie2,rseqc_inner_distance,samtools_sort,PicardInsertSize",
78,,a16162dac9fbb52a,Extract score ,"cshl_grep_tool,trimmer",
79,,acb39cf19927739e,GraphClust_3r_vrnafold,"preproc,viennarna_rnafold,structure_to_gspan,nspdk_sparse,NSPDK_candidateClust,preMloc,locarna_best_subtree,cmFinder,infernal_cmbuild,infernal_cmsearch,glob_report,NSPDK_candidateClust,preMloc,locarna_best_subtree,cmFinder,infernal_cmbuild,infernal_cmsearch,glob_report",
80,,ac3491e0e5280346,Workflow constructed from history 'ChIP Seq Analysis Training',"fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,trimmomatic,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,fastqc,bwa_wrapper,samtools_idxstats,samtools_idxstats,samtools_idxstats,deeptools_bam_compare,samtools_idxstats,deeptools_plot_fingerprint,deeptools_plot_fingerprint,macs2_callpeak,deeptools_bam_compare,samtools_idxstats,samtools_idxstats,samtools_idxstats,deeptools_bam_compare,samtools_idxstats,deeptools_multi_bam_summary,deeptools_plot_fingerprint,macs2_callpeak,deeptools_bam_compare,deeptools_plot_correlation,deeptools_plot_correlation,deeptools_plot_correlation,bedtools_intersectbed,bedtools_intersectbed,bedtools_intersectbed,deeptools_compute_matrix,deeptools_compute_matrix,deeptools_plot_heatmap,deeptools_plot_heatmap",
81,,ab8ca5f61bfa72e9,"Add ""chr"" at beginning of each line",cshl_awk_tool,
82,,a89b0b5ef9563c5b,get gene intervals with strand from gtf-file and tabular CUFFDIFF output for computematrix,"Cut1,tp_unfold_column_tool,Grep1,regex_replace,regex_replace,Paste1,tp_sorted_uniq,tp_easyjoin_tool,Cut1,Convert characters1,Cut1,Convert characters1,Paste1,Cut1,bg_uniq",
83,,ab18a201dfc04f04,Secreted Proteins via WolfPsort and GO annotation,"uniprot,Grep1,get_subontology_from,get_subontology_from,get_subontology_from,get_subontology_from,get_subontology_from,wolf_psort,tp_easyjoin_tool,term_id_vs_term_name,term_id_vs_term_name,term_id_vs_term_name,term_id_vs_term_name,term_id_vs_term_name,Filter1,Filter1,comp1,tp_easyjoin_tool,tp_easyjoin_tool,Convert characters1,Convert characters1,tp_easyjoin_tool,tp_cut_tool,tp_cut_tool,tp_easyjoin_tool,tp_easyjoin_tool,comp1,comp1,bg_uniq,tp_cut_tool","final,tested"
84,,a2bc540dacbfa12e,'Exom-seq',"snpSift_filter,vcfallelicprimitives,snpSift_annotate,snpEff",
85,,ad91b4d1db49f907,CHIPseq_SingleEnd_OneLane,"trim_galore,bowtie2,samtools_flagstat,samtools_rmdup,deeptools_bamCoverage",
86,,ac5f3ebe733148b4,Methylation Course,"methtools_calling,cshl_sort_header,methtools_destrand,CONVERTER_interval_to_bed_0,bedtools_intersectbed_bam,bedtools_intersectbed_bam,Cut1,Cut1,Paste1,r_correlation_matrix",
87,,aae4917f1fb6a0c1,PVM-MappedReads-Freebayes-GEMINI,"picard_MarkDuplicates,picard_MarkDuplicates,picard_MarkDuplicates,picard_ReorderSam,picard_ReorderSam,picard_ReorderSam,sam_merge2,freebayes,vcfallelicprimitives,snpSift_filter,snpSift_annotate,snpEff,gemini_load,gemini_query,gemini_query,gemini_query,gemini_query",
88,,af156b9fbb86e2d6,Workflow constructed from history 'moFF Testing1',"proteomics_moff,proteomics_moff,proteomics_moff,proteomics_moff,proteomics_moff,proteomics_moff,proteomics_moff",
89,,ad4ce7bee4a856f6,Workflow constructed from history 'LM8_200_preprocessingtests',"mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_preprocessing,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_qc,mass_spectrometry_imaging_qc",
90,,a4a0c0a875dea0b9,Workflow constructed from history 'Workshop',"get_flanks1,gops_intersect_1,Grouping1",
91,,ae9add4597b3d32a,Workflow constructed from history 'peak overlaps tutorial',"gops_intersect_1,Count1,barchart_gnuplot",
92,,a7e69fa2c1741ef8,ref-based-3-differential-exon-usage,"dexseq_count,Filter1,dexseq,dexseq_annotate,Filter1",
93,,a8260df261d1dde0,RNASseq,"fastqc,trim_galore,fastqc,trim_galore,fastqc,trim_galore,fastqc,tophat2,fastqc,tophat2,fastqc,tophat2,cufflinks,cufflinks,cufflinks,cuffdiff",
94,,a10f4e178192b2a0,Workflow constructed from history 'Inoduction',"Cut1,Count1,barchart_gnuplot,Count1,Count1,Count1,get_flanks1,cshl_find_and_replace,gops_intersect_1",
